ensembl_gene_id	gene_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLG00020005648	protein_coding	AKT3	AKT serine/threonine kinase 3 [Source:NCBI gene;Acc:101804556]	101804556
ENSAPLG00020005649	protein_coding			NA
ENSAPLG00020005650	protein_coding			NA
ENSAPLG00020005651	protein_coding			NA
ENSAPLG00020005652	protein_coding	RBKS	ribokinase [Source:HGNC Symbol;Acc:HGNC:30325]	NA
ENSAPLG00020005653	protein_coding			NA
ENSAPLG00020005654	protein_coding			NA
ENSAPLG00020005655	protein_coding	ACSF2	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]	NA
ENSAPLG00020005656	protein_coding			NA
ENSAPLG00020005657	protein_coding			NA
ENSAPLG00020005658	protein_coding	MYOZ3	myozenin 3 [Source:HGNC Symbol;Acc:HGNC:18565]	NA
ENSAPLG00020005659	protein_coding	LRRC15	leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]	NA
ENSAPLG00020005660	protein_coding	EML5	EMAP like 5 [Source:HGNC Symbol;Acc:HGNC:18197]	NA
ENSAPLG00020005661	protein_coding			NA
ENSAPLG00020005662	protein_coding	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:NCBI gene;Acc:101798141]	101798141
ENSAPLG00020005663	protein_coding	GPR155	G protein-coupled receptor 155 [Source:NCBI gene;Acc:101802044]	101802044
ENSAPLG00020005664	protein_coding	ATP8A2	ATPase phospholipid transporting 8A2 [Source:HGNC Symbol;Acc:HGNC:13533]	NA
ENSAPLG00020005665	protein_coding	TMOD2	tropomodulin-2 [Source:NCBI gene;Acc:101792346]	101792346
ENSAPLG00020005666	protein_coding	GP5	platelet glycoprotein V [Source:NCBI gene;Acc:101794536]	101794536
ENSAPLG00020005667	protein_coding			NA
ENSAPLG00020005668	protein_coding		G protein subunit alpha transducin 2 [Source:NCBI gene;Acc:101803554]	101803554
ENSAPLG00020005669	protein_coding	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]	NA
ENSAPLG00020005670	protein_coding			NA
ENSAPLG00020005671	protein_coding			NA
ENSAPLG00020005672	protein_coding	DPCD	deleted in primary ciliary dyskinesia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:24542]	NA
ENSAPLG00020005673	protein_coding			NA
ENSAPLG00020005674	lncRNA			NA
ENSAPLG00020005675	protein_coding	CDC42BPB	CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738]	NA
ENSAPLG00020005676	protein_coding			NA
ENSAPLG00020005677	protein_coding			NA
ENSAPLG00020005678	protein_coding	B4GALT7	beta-1,4-galactosyltransferase 7 [Source:NCBI gene;Acc:101799322]	101799322
ENSAPLG00020005679	protein_coding	PTPRK	protein tyrosine phosphatase receptor type K [Source:NCBI gene;Acc:101802527]	101802527
ENSAPLG00020005680	protein_coding	RBM22	RNA binding motif protein 22 [Source:HGNC Symbol;Acc:HGNC:25503]	NA
ENSAPLG00020005681	protein_coding			NA
ENSAPLG00020005682	protein_coding	WDTC1	WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]	NA
ENSAPLG00020005683	miRNA			NA
ENSAPLG00020005684	protein_coding	STAU1	staufen double-stranded RNA binding protein 1 [Source:NCBI gene;Acc:101803828]	101803828
ENSAPLG00020005685	protein_coding		leucine rich repeat transmembrane neuronal 1 [Source:NCBI gene;Acc:101805246]	101805246
ENSAPLG00020005686	protein_coding	PPP1R9A	protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]	NA
ENSAPLG00020005687	protein_coding	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:NCBI gene;Acc:101791170]	101791170
ENSAPLG00020005688	protein_coding	SOCS7	suppressor of cytokine signaling 7 [Source:HGNC Symbol;Acc:HGNC:29846]	NA
ENSAPLG00020005689	protein_coding			NA
ENSAPLG00020005690	protein_coding	FBXW4	F-box and WD repeat domain containing 4 [Source:HGNC Symbol;Acc:HGNC:10847]	NA
ENSAPLG00020005691	pseudogene			NA
ENSAPLG00020005692	protein_coding	ZC3H15	zinc finger CCCH-type containing 15 [Source:NCBI gene;Acc:101802827]	101802827
ENSAPLG00020005693	protein_coding	N4BP3	NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852]	NA
ENSAPLG00020005694	protein_coding			NA
ENSAPLG00020005695	protein_coding			NA
ENSAPLG00020005696	protein_coding	CA7	carbonic anhydrase 7 [Source:NCBI gene;Acc:101798320]	101798320
ENSAPLG00020005697	protein_coding	TMOD3	tropomodulin-3 [Source:NCBI gene;Acc:101792155]	101792155
ENSAPLG00020005698	protein_coding	FBXO3	F-box protein 3 [Source:NCBI gene;Acc:101791058]	101791058
ENSAPLG00020005699	protein_coding	SCRN3	secernin 3 [Source:HGNC Symbol;Acc:HGNC:30382]	NA
ENSAPLG00020005700	protein_coding	NHP2	NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]	NA
ENSAPLG00020005701	protein_coding			NA
ENSAPLG00020005702	protein_coding			NA
ENSAPLG00020005703	pseudogene			NA
ENSAPLG00020005704	protein_coding	ZNF804A	zinc finger protein 804A [Source:HGNC Symbol;Acc:HGNC:21711]	NA
ENSAPLG00020005705	protein_coding	FGF8	fibroblast growth factor 8 [Source:HGNC Symbol;Acc:HGNC:3686]	NA
ENSAPLG00020005706	protein_coding			NA
ENSAPLG00020005707	protein_coding	DERL3	derlin-2 [Source:NCBI gene;Acc:101803640]	101803640
ENSAPLG00020005708	pseudogene			NA
ENSAPLG00020005709	protein_coding			NA
ENSAPLG00020005710	protein_coding	PURG	purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930]	NA
ENSAPLG00020005711	protein_coding			NA
ENSAPLG00020005712	protein_coding	CIR1	corepressor interacting with RBPJ, 1 [Source:HGNC Symbol;Acc:HGNC:24217]	NA
ENSAPLG00020005713	protein_coding	ADRA1D	adrenoceptor alpha 1D [Source:HGNC Symbol;Acc:HGNC:280]	NA
ENSAPLG00020005714	protein_coding	USP54	ubiquitin specific peptidase 54 [Source:NCBI gene;Acc:101801314]	101801314
ENSAPLG00020005715	protein_coding	PTHLH	parathyroid hormone like hormone [Source:NCBI gene;Acc:101793811]	101793811
ENSAPLG00020005716	protein_coding			NA
ENSAPLG00020005717	protein_coding	NUP35	nucleoporin 35 [Source:HGNC Symbol;Acc:HGNC:29797]	NA
ENSAPLG00020005718	protein_coding	LSM14B	LSM family member 14B [Source:HGNC Symbol;Acc:HGNC:15887]	NA
ENSAPLG00020005719	protein_coding			NA
ENSAPLG00020005720	protein_coding	LMO2	LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]	NA
ENSAPLG00020005721	protein_coding	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component [Source:NCBI gene;Acc:101792546]	101792546
ENSAPLG00020005722	protein_coding	ETS2	ETS proto-oncogene 2, transcription factor [Source:NCBI gene;Acc:101794344]	101794344
ENSAPLG00020005723	protein_coding			NA
ENSAPLG00020005724	protein_coding	PPP2CB	protein phosphatase 2 catalytic subunit beta [Source:NCBI gene;Acc:101799879]	101799879
ENSAPLG00020005725	protein_coding	SMOX	spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]	NA
ENSAPLG00020005726	protein_coding	KLHL42	kelch like family member 42 [Source:NCBI gene;Acc:101793636]	101793636
ENSAPLG00020005727	protein_coding	RNF14	ring finger protein 14 [Source:NCBI gene;Acc:101804156]	101804156
ENSAPLG00020005728	protein_coding	KIF16B	kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]	NA
ENSAPLG00020005729	protein_coding			NA
ENSAPLG00020005730	protein_coding	DUSP19	dual specificity phosphatase 19 [Source:HGNC Symbol;Acc:HGNC:18894]	NA
ENSAPLG00020005731	protein_coding			NA
ENSAPLG00020005732	protein_coding	SLC4A1AP	solute carrier family 4 member 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:13813]	NA
ENSAPLG00020005733	protein_coding	NPM3	nucleophosmin/nucleoplasmin 3 [Source:NCBI gene;Acc:101798086]	101798086
ENSAPLG00020005734	protein_coding	SP9	Sp9 transcription factor [Source:HGNC Symbol;Acc:HGNC:30690]	NA
ENSAPLG00020005735	protein_coding	PTPRN	protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676]	NA
ENSAPLG00020005736	protein_coding	PSMA7	proteasome 20S subunit alpha 7 [Source:NCBI gene;Acc:101802529]	101802529
ENSAPLG00020005737	protein_coding	MANSC4	MANSC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:40023]	NA
ENSAPLG00020005738	lncRNA			NA
ENSAPLG00020005739	protein_coding			NA
ENSAPLG00020005740	protein_coding	SGCE	sarcoglycan epsilon [Source:HGNC Symbol;Acc:HGNC:10808]	NA
ENSAPLG00020005741	protein_coding	ABAT	4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]	NA
ENSAPLG00020005742	protein_coding		proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:9364]	NA
ENSAPLG00020005743	protein_coding			NA
ENSAPLG00020005744	protein_coding	RNF24	ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779]	NA
ENSAPLG00020005745	protein_coding	MAPK6	mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879]	NA
ENSAPLG00020005746	protein_coding			NA
ENSAPLG00020005747	protein_coding	OLA1	Obg like ATPase 1 [Source:NCBI gene;Acc:101802942]	101802942
ENSAPLG00020005748	protein_coding	CAPRIN1	cell cycle associated protein 1 [Source:NCBI gene;Acc:101791231]	101791231
ENSAPLG00020005749	protein_coding	TRIM45	tripartite motif containing 45 [Source:NCBI gene;Acc:101801381]	101801381
ENSAPLG00020005750	protein_coding	MRPS35	mitochondrial ribosomal protein S35 [Source:NCBI gene;Acc:101791892]	101791892
ENSAPLG00020005751	protein_coding	PARP6	poly(ADP-ribose) polymerase family member 6 [Source:NCBI gene;Acc:101798004]	101798004
ENSAPLG00020005752	protein_coding	CSE1L	chromosome segregation 1 like [Source:NCBI gene;Acc:101803491]	101803491
ENSAPLG00020005753	protein_coding	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:15592]	NA
ENSAPLG00020005754	protein_coding			NA
ENSAPLG00020005755	protein_coding			NA
ENSAPLG00020005756	protein_coding	HSPA4	heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]	NA
ENSAPLG00020005757	protein_coding	PSMG1	proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043]	NA
ENSAPLG00020005758	protein_coding	PANK2	pantothenate kinase 2 [Source:HGNC Symbol;Acc:HGNC:15894]	NA
ENSAPLG00020005759	protein_coding	GSR	glutathione-disulfide reductase [Source:HGNC Symbol;Acc:HGNC:4623]	NA
ENSAPLG00020005760	protein_coding	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:NCBI gene;Acc:101798049]	101798049
ENSAPLG00020005761	protein_coding	OGA	O-GlcNAcase [Source:NCBI gene;Acc:101798266]	101798266
ENSAPLG00020005762	miRNA			NA
ENSAPLG00020005763	protein_coding	SP3	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]	NA
ENSAPLG00020005764	protein_coding	SUPT7L	SPT7 like, STAGA complex subunit gamma [Source:HGNC Symbol;Acc:HGNC:30632]	NA
ENSAPLG00020005765	protein_coding	NCKAP1	NCK associated protein 1 [Source:NCBI gene;Acc:101791478]	101791478
ENSAPLG00020005766	protein_coding			NA
ENSAPLG00020005767	protein_coding	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1 [Source:HGNC Symbol;Acc:HGNC:16687]	NA
ENSAPLG00020005768	protein_coding			NA
ENSAPLG00020005769	pseudogene			NA
ENSAPLG00020005770	protein_coding	MYOZ1	myozenin 1 [Source:HGNC Symbol;Acc:HGNC:13752]	NA
ENSAPLG00020005771	protein_coding		BCL2 like 10 [Source:NCBI gene;Acc:110354616]	110354616
ENSAPLG00020005772	protein_coding	BRD8	bromodomain containing 8 [Source:HGNC Symbol;Acc:HGNC:19874]	NA
ENSAPLG00020005773	protein_coding	MTG2	mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]	NA
ENSAPLG00020005774	protein_coding			NA
ENSAPLG00020005775	lncRNA			NA
ENSAPLG00020005776	protein_coding			NA
ENSAPLG00020005777	protein_coding	DCTN4	dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]	NA
ENSAPLG00020005778	protein_coding	LRFN2	leucine rich repeat and fibronectin type III domain containing 2 [Source:NCBI gene;Acc:101797229]	101797229
ENSAPLG00020005779	protein_coding	THOC2	THO complex 2 [Source:HGNC Symbol;Acc:HGNC:19073]	NA
ENSAPLG00020005780	protein_coding	PRDM1	PR/SET domain 1 [Source:NCBI gene;Acc:101797804]	101797804
ENSAPLG00020005781	protein_coding			NA
ENSAPLG00020005782	protein_coding	CDCA7	cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]	NA
ENSAPLG00020005783	protein_coding			NA
ENSAPLG00020005784	protein_coding	KCNIP2	potassium voltage-gated channel interacting protein 2 [Source:NCBI gene;Acc:101798458]	101798458
ENSAPLG00020005785	protein_coding	NAE1	NEDD8 activating enzyme E1 subunit 1 [Source:NCBI gene;Acc:101791357]	101791357
ENSAPLG00020005786	protein_coding	PKM	pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]	NA
ENSAPLG00020005787	protein_coding	ZC3H14	zinc finger CCCH-type containing 14 [Source:NCBI gene;Acc:101789873]	101789873
ENSAPLG00020005788	protein_coding			NA
ENSAPLG00020005789	protein_coding	GNB5	G protein subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:4401]	NA
ENSAPLG00020005790	protein_coding	ATG5	autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]	NA
ENSAPLG00020005791	protein_coding	RAD54B	RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]	NA
ENSAPLG00020005792	protein_coding			NA
ENSAPLG00020005793	protein_coding	PARD3B	par-3 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:14446]	NA
ENSAPLG00020005794	protein_coding	SYNPO2L	synaptopodin 2 like [Source:HGNC Symbol;Acc:HGNC:23532]	NA
ENSAPLG00020005795	protein_coding	CASD1	CAS1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16014]	NA
ENSAPLG00020005796	protein_coding	MOCS1	molybdenum cofactor biosynthesis protein 1 [Source:NCBI gene;Acc:101796682]	101796682
ENSAPLG00020005797	protein_coding			NA
ENSAPLG00020005798	protein_coding			NA
ENSAPLG00020005799	protein_coding	ABHD3	abhydrolase domain containing 3 [Source:NCBI gene;Acc:101801886]	101801886
ENSAPLG00020005800	pseudogene			NA
ENSAPLG00020005801	protein_coding	ZCCHC10	zinc finger CCHC-type containing 10 [Source:NCBI gene;Acc:106018020]	106018020
ENSAPLG00020005802	protein_coding	HRH3	histamine receptor H3 [Source:HGNC Symbol;Acc:HGNC:5184]	NA
ENSAPLG00020005803	protein_coding			NA
ENSAPLG00020005804	lncRNA			NA
ENSAPLG00020005805	protein_coding	MAP3K20	mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]	NA
ENSAPLG00020005806	protein_coding	GRAMD2A	GRAM domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27287]	NA
ENSAPLG00020005807	protein_coding	SRCIN1	SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506]	NA
ENSAPLG00020005808	protein_coding			NA
ENSAPLG00020005809	protein_coding			NA
ENSAPLG00020005810	pseudogene			NA
ENSAPLG00020005811	protein_coding	PTPRA	protein tyrosine phosphatase receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]	NA
ENSAPLG00020005812	protein_coding	NAT10	N-acetyltransferase 10 [Source:NCBI gene;Acc:101805081]	101805081
ENSAPLG00020005813	protein_coding	KCTD19	potassium channel tetramerization domain containing 19 [Source:HGNC Symbol;Acc:HGNC:24753]	NA
ENSAPLG00020005814	protein_coding	MIB1	mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]	NA
ENSAPLG00020005815	protein_coding			NA
ENSAPLG00020005816	protein_coding		Anas platyrhynchos cyclin dependent kinase inhibitor 1B (CDKN1B), mRNA. [Source:RefSeq mRNA;Acc:NM_001310406]	101791694
ENSAPLG00020005817	protein_coding	PTPN21	protein tyrosine phosphatase non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]	NA
ENSAPLG00020005818	protein_coding	ARMH3	armadillo like helical domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25788]	NA
ENSAPLG00020005819	protein_coding	AFF4	AF4/FMR2 family member 4 [Source:HGNC Symbol;Acc:HGNC:17869]	NA
ENSAPLG00020005820	pseudogene			NA
ENSAPLG00020005821	protein_coding	SDCBP2	syndecan binding protein 2 [Source:NCBI gene;Acc:101804282]	101804282
ENSAPLG00020005822	protein_coding	OSBPL2	oxysterol binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:15761]	NA
ENSAPLG00020005823	protein_coding			NA
ENSAPLG00020005824	protein_coding			NA
ENSAPLG00020005825	protein_coding			NA
ENSAPLG00020005826	protein_coding		hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]	NA
ENSAPLG00020005827	protein_coding	SENP8	SUMO peptidase family member, NEDD8 specific [Source:HGNC Symbol;Acc:HGNC:22992]	NA
ENSAPLG00020005828	protein_coding		cyclin dependent kinase inhibitor 1A [Source:NCBI gene;Acc:101796138]	101796138
ENSAPLG00020005829	miRNA	MIR133A1	microRNA 133a-1 [Source:HGNC Symbol;Acc:HGNC:31517]	NA
ENSAPLG00020005830	protein_coding	CEP170	centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]	NA
ENSAPLG00020005831	protein_coding			NA
ENSAPLG00020005832	miRNA		microRNA 1-2 [Source:HGNC Symbol;Acc:HGNC:31500]	NA
ENSAPLG00020005833	snoRNA			NA
ENSAPLG00020005834	protein_coding	IMPG1	interphotoreceptor matrix proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:6055]	NA
ENSAPLG00020005835	protein_coding			NA
ENSAPLG00020005836	protein_coding			NA
ENSAPLG00020005837	protein_coding	TPPP3	tubulin polymerization promoting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:24162]	NA
ENSAPLG00020005838	protein_coding	GPR19	G protein-coupled receptor 19 [Source:NCBI gene;Acc:101791506]	101791506
ENSAPLG00020005839	snoRNA	SNORA19	small nucleolar RNA, H/ACA box 19 [Source:HGNC Symbol;Acc:HGNC:32609]	NA
ENSAPLG00020005840	miRNA		microRNA 153-1 [Source:HGNC Symbol;Acc:HGNC:31539]	NA
ENSAPLG00020005841	protein_coding			NA
ENSAPLG00020005842	protein_coding	GATA6	GATA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:4174]	NA
ENSAPLG00020005843	protein_coding			NA
ENSAPLG00020005844	protein_coding	NANOS1	nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044]	NA
ENSAPLG00020005845	protein_coding			NA
ENSAPLG00020005846	protein_coding	HTR1B	5-hydroxytryptamine receptor 1B [Source:HGNC Symbol;Acc:HGNC:5287]	NA
ENSAPLG00020005847	protein_coding	CREBL2	cAMP responsive element binding protein like 2 [Source:NCBI gene;Acc:101791325]	101791325
ENSAPLG00020005848	protein_coding	ABTB2	ankyrin repeat and BTB domain containing 2 [Source:NCBI gene;Acc:101805279]	101805279
ENSAPLG00020005849	protein_coding		neurophysin 1 [Source:NCBI gene;Acc:101790900]	101790900
ENSAPLG00020005850	lncRNA			NA
ENSAPLG00020005851	protein_coding			NA
ENSAPLG00020005852	protein_coding			NA
ENSAPLG00020005853	protein_coding			NA
ENSAPLG00020005854	protein_coding	DAAM2	dishevelled associated activator of morphogenesis 2 [Source:NCBI gene;Acc:101796496]	101796496
ENSAPLG00020005855	protein_coding	NFKBIZ	NFKB inhibitor zeta [Source:NCBI gene;Acc:101792607]	101792607
ENSAPLG00020005856	protein_coding			NA
ENSAPLG00020005857	protein_coding	MEI4	meiotic double-stranded break formation protein 4 [Source:HGNC Symbol;Acc:HGNC:43638]	NA
ENSAPLG00020005858	protein_coding	FRZB	frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]	NA
ENSAPLG00020005859	protein_coding	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2 [Source:HGNC Symbol;Acc:HGNC:5228]	NA
ENSAPLG00020005860	protein_coding	CACUL1	CDK2 associated cullin domain 1 [Source:HGNC Symbol;Acc:HGNC:23727]	NA
ENSAPLG00020005861	protein_coding			NA
ENSAPLG00020005862	protein_coding	ZDHHC1	zinc finger DHHC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:17916]	NA
ENSAPLG00020005863	processed_pseudogene			NA
ENSAPLG00020005864	protein_coding		vasotocin-neurophysin VT-like [Source:NCBI gene;Acc:113843450]	113843450
ENSAPLG00020005865	protein_coding			NA
ENSAPLG00020005866	protein_coding	DUSP16	dual specificity phosphatase 16 [Source:NCBI gene;Acc:101790899]	101790899
ENSAPLG00020005867	protein_coding			NA
ENSAPLG00020005868	protein_coding			NA
ENSAPLG00020005869	protein_coding			NA
ENSAPLG00020005870	protein_coding			NA
ENSAPLG00020005871	protein_coding	IRAK1BP1	interleukin 1 receptor associated kinase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17368]	NA
ENSAPLG00020005872	protein_coding			NA
ENSAPLG00020005873	protein_coding	UBOX5	U-box domain containing 5 [Source:NCBI gene;Acc:101791083]	101791083
ENSAPLG00020005874	protein_coding		catalase [Source:HGNC Symbol;Acc:HGNC:1516]	NA
ENSAPLG00020005875	pseudogene			NA
ENSAPLG00020005876	protein_coding	FAM204A	family with sequence similarity 204 member A [Source:HGNC Symbol;Acc:HGNC:25794]	NA
ENSAPLG00020005877	protein_coding	SNPH	syntaphilin [Source:HGNC Symbol;Acc:HGNC:15931]	NA
ENSAPLG00020005878	protein_coding			NA
ENSAPLG00020005879	protein_coding	RSAD1	radical S-adenosyl methionine domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25634]	NA
ENSAPLG00020005880	protein_coding	XIAP	X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]	NA
ENSAPLG00020005881	protein_coding	ZPLD1	zona pellucida like domain containing 1 [Source:NCBI gene;Acc:101792940]	101792940
ENSAPLG00020005882	protein_coding			NA
ENSAPLG00020005883	lncRNA			NA
ENSAPLG00020005884	protein_coding	MLLT6	MLLT6, PHD finger containing [Source:HGNC Symbol;Acc:HGNC:7138]	NA
ENSAPLG00020005885	protein_coding		F-box only protein 21 [Source:NCBI gene;Acc:101805198]	101805198
ENSAPLG00020005886	protein_coding			NA
ENSAPLG00020005887	processed_pseudogene			NA
ENSAPLG00020005888	protein_coding	BORCS5	BLOC-1 related complex subunit 5 [Source:NCBI gene;Acc:101795942]	101795942
ENSAPLG00020005889	protein_coding	FASTKD5	FAST kinase domains 5 [Source:HGNC Symbol;Acc:HGNC:25790]	NA
ENSAPLG00020005890	protein_coding			NA
ENSAPLG00020005891	protein_coding			NA
