ensembl_transcript_id	transcript_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLT00020004457	protein_coding	SCLT1	sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:HGNC:26406]	NA
ENSAPLT00020004458	protein_coding	FST	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	NA
ENSAPLT00020004459	protein_coding		ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424]	NA
ENSAPLT00020004460	protein_coding	GNB3	G protein subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:4400]	NA
ENSAPLT00020004461	protein_coding	RPS19	ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]	NA
ENSAPLT00020004462	protein_coding	MTFR1L	mitochondrial fission regulator 1-like [Source:NCBI gene;Acc:113840682]	101794267
ENSAPLT00020004462	protein_coding	MTFR1L	mitochondrial fission regulator 1-like [Source:NCBI gene;Acc:113840682]	113840682
ENSAPLT00020004463	protein_coding		ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424]	NA
ENSAPLT00020004464	protein_coding		cystatin-like [Source:NCBI gene;Acc:101796096]	101796096
ENSAPLT00020004465	protein_coding			NA
ENSAPLT00020004466	protein_coding	FST	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	NA
ENSAPLT00020004467	protein_coding		protein N-terminal glutamine amidohydrolase-like [Source:NCBI gene;Acc:113841736]	113841736
ENSAPLT00020004468	protein_coding	RPS19	ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]	NA
ENSAPLT00020004469	protein_coding		ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424]	NA
ENSAPLT00020004470	protein_coding	NFE2L1	nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]	NA
ENSAPLT00020004471	protein_coding			NA
ENSAPLT00020004472	protein_coding	ATG13	autophagy related 13 [Source:NCBI gene;Acc:101793818]	101793818
ENSAPLT00020004473	protein_coding	RPS19	ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]	NA
ENSAPLT00020004474	pseudogene			NA
ENSAPLT00020004475	protein_coding	POLR3H	RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]	NA
ENSAPLT00020004476	protein_coding	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243]	NA
ENSAPLT00020004477	protein_coding		protein N-terminal glutamine amidohydrolase-like [Source:NCBI gene;Acc:113841736]	113841736
ENSAPLT00020004478	protein_coding	COG5	component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857]	NA
ENSAPLT00020004479	protein_coding	NFE2L1	nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]	NA
ENSAPLT00020004480	protein_coding	SYNDIG1	synapse differentiation inducing 1 [Source:HGNC Symbol;Acc:HGNC:15885]	NA
ENSAPLT00020004481	protein_coding			NA
ENSAPLT00020004482	protein_coding			NA
ENSAPLT00020004483	protein_coding			NA
ENSAPLT00020004484	pseudogene			NA
ENSAPLT00020004485	protein_coding	CPNE1	copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]	NA
ENSAPLT00020004486	protein_coding	SCLT1	sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:HGNC:26406]	NA
ENSAPLT00020004487	protein_coding	LIPT2	lipoyl(octanoyl) transferase 2 [Source:HGNC Symbol;Acc:HGNC:37216]	NA
ENSAPLT00020004488	protein_coding	CST7	cystatin F [Source:HGNC Symbol;Acc:HGNC:2479]	NA
ENSAPLT00020004489	protein_coding			NA
ENSAPLT00020004490	protein_coding			NA
ENSAPLT00020004491	protein_coding			NA
ENSAPLT00020004492	lncRNA			NA
ENSAPLT00020004493	protein_coding	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]	NA
ENSAPLT00020004494	lncRNA			NA
ENSAPLT00020004495	protein_coding	CSDC2	cold shock domain containing C2 [Source:HGNC Symbol;Acc:HGNC:30359]	NA
ENSAPLT00020004496	protein_coding	HHATL	hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]	NA
ENSAPLT00020004497	protein_coding	LAS1L	LAS1 like ribosome biogenesis factor [Source:NCBI gene;Acc:101804751]	101804751
ENSAPLT00020004498	protein_coding	CAMK4	calcium/calmodulin dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]	NA
ENSAPLT00020004499	lncRNA			NA
ENSAPLT00020004500	lncRNA			NA
ENSAPLT00020004501	protein_coding			NA
ENSAPLT00020004502	lncRNA			NA
ENSAPLT00020004503	protein_coding			NA
ENSAPLT00020004504	protein_coding			NA
ENSAPLT00020004505	protein_coding	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]	NA
ENSAPLT00020004506	protein_coding	SPRY3	sprouty RTK signaling antagonist 3 [Source:HGNC Symbol;Acc:HGNC:11271]	NA
ENSAPLT00020004507	protein_coding	APMAP	adipocyte plasma membrane associated protein [Source:NCBI gene;Acc:101798068]	101798068
ENSAPLT00020004508	protein_coding	DUS4L	dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]	NA
ENSAPLT00020004509	protein_coding	PI4KB	phosphatidylinositol 4-kinase beta [Source:HGNC Symbol;Acc:HGNC:8984]	NA
ENSAPLT00020004510	protein_coding	HARBI1	harbinger transposase derived 1 [Source:HGNC Symbol;Acc:HGNC:26522]	NA
ENSAPLT00020004511	lncRNA			NA
ENSAPLT00020004512	protein_coding			NA
ENSAPLT00020004513	protein_coding	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]	NA
ENSAPLT00020004514	protein_coding			NA
ENSAPLT00020004515	protein_coding			NA
ENSAPLT00020004516	protein_coding	MAN1C1	mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]	NA
ENSAPLT00020004517	protein_coding	SCAI	suppressor of cancer cell invasion [Source:HGNC Symbol;Acc:HGNC:26709]	NA
ENSAPLT00020004518	protein_coding			NA
ENSAPLT00020004519	protein_coding	CAMK4	calcium/calmodulin dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]	NA
ENSAPLT00020004520	protein_coding		phosphodiesterase 6G [Source:NCBI gene;Acc:113845531]	113845531
ENSAPLT00020004521	protein_coding	PMM1	phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]	NA
ENSAPLT00020004522	protein_coding	PI4KB	phosphatidylinositol 4-kinase beta [Source:HGNC Symbol;Acc:HGNC:8984]	NA
ENSAPLT00020004523	protein_coding	LAS1L	LAS1 like ribosome biogenesis factor [Source:NCBI gene;Acc:101804751]	101804751
ENSAPLT00020004524	protein_coding		brain-specific homeobox/POU domain protein 3 [Source:NCBI gene;Acc:101805050]	101805050
ENSAPLT00020004525	protein_coding			NA
ENSAPLT00020004526	protein_coding			NA
ENSAPLT00020004527	protein_coding	PGR	progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910]	NA
ENSAPLT00020004528	protein_coding			NA
ENSAPLT00020004529	protein_coding	PI4KB	phosphatidylinositol 4-kinase beta [Source:HGNC Symbol;Acc:HGNC:8984]	NA
ENSAPLT00020004530	protein_coding		B cell receptor associated protein 29 [Source:NCBI gene;Acc:101797989]	101797989
ENSAPLT00020004531	protein_coding	TKFC	triokinase and FMN cyclase [Source:HGNC Symbol;Acc:HGNC:24552]	NA
ENSAPLT00020004532	protein_coding	CAMK4	calcium/calmodulin dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]	NA
ENSAPLT00020004533	protein_coding	P3H3	prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]	NA
ENSAPLT00020004534	protein_coding			NA
ENSAPLT00020004535	protein_coding	AMBRA1	autophagy and beclin 1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:25990]	NA
ENSAPLT00020004536	protein_coding	PGR	progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910]	NA
ENSAPLT00020004537	protein_coding	JADE1	jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]	NA
ENSAPLT00020004538	protein_coding			NA
ENSAPLT00020004539	protein_coding			NA
ENSAPLT00020004540	protein_coding	ACSS1	acyl-CoA synthetase short chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091]	NA
ENSAPLT00020004541	protein_coding			NA
ENSAPLT00020004542	protein_coding			NA
ENSAPLT00020004543	protein_coding	FBN2	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]	NA
ENSAPLT00020004544	protein_coding	ERAL1	Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]	NA
ENSAPLT00020004545	protein_coding	DESI1	desumoylating isopeptidase 1 [Source:NCBI gene;Acc:101792984]	101792984
ENSAPLT00020004546	protein_coding			NA
ENSAPLT00020004547	protein_coding	LDLRAP1	low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:18640]	NA
ENSAPLT00020004548	protein_coding			NA
ENSAPLT00020004549	protein_coding			NA
ENSAPLT00020004550	protein_coding	SPCS2	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]	NA
ENSAPLT00020004551	protein_coding	ZC3H12B	zinc finger CCCH-type containing 12B [Source:NCBI gene;Acc:101799979]	101799979
ENSAPLT00020004552	protein_coding	SPCS2	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]	NA
ENSAPLT00020004553	protein_coding	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]	NA
ENSAPLT00020004554	protein_coding	SEMA6D	semaphorin 6D [Source:NCBI gene;Acc:101799302]	101799302
ENSAPLT00020004555	protein_coding			NA
ENSAPLT00020004556	protein_coding			NA
ENSAPLT00020004557	protein_coding	TMEM62	transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]	NA
ENSAPLT00020004558	protein_coding			NA
ENSAPLT00020004559	protein_coding	P3H3	prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]	NA
ENSAPLT00020004560	protein_coding	STARD4	StAR related lipid transfer domain containing 4 [Source:NCBI gene;Acc:101801505]	101801505
ENSAPLT00020004561	protein_coding	IL18	interleukin 18 [Source:NCBI gene;Acc:101802715]	101802715
ENSAPLT00020004562	protein_coding	GOLGA1	golgin A1 [Source:NCBI gene;Acc:101801082]	101801082
ENSAPLT00020004563	protein_coding	IL18	interleukin 18 [Source:NCBI gene;Acc:101802715]	101802715
ENSAPLT00020004564	protein_coding	SLMAP	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]	NA
ENSAPLT00020004565	protein_coding			NA
ENSAPLT00020004566	protein_coding			NA
ENSAPLT00020004567	protein_coding	NEU3	neuraminidase 3 [Source:HGNC Symbol;Acc:HGNC:7760]	NA
ENSAPLT00020004568	protein_coding	XRCC6	X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]	NA
ENSAPLT00020004569	protein_coding			NA
ENSAPLT00020004570	protein_coding	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component [Source:NCBI gene;Acc:101796032]	101796032
ENSAPLT00020004571	protein_coding	HIGD1A	HIG1 hypoxia inducible domain family member 1A [Source:NCBI gene;Acc:110353390]	110353390
ENSAPLT00020004572	protein_coding	MACO1	macoilin 1 [Source:HGNC Symbol;Acc:HGNC:25572]	NA
ENSAPLT00020004573	protein_coding	ARL15	ADP ribosylation factor like GTPase 15 [Source:HGNC Symbol;Acc:HGNC:25945]	NA
ENSAPLT00020004574	protein_coding	IL18	interleukin 18 [Source:NCBI gene;Acc:101802715]	101802715
ENSAPLT00020004575	protein_coding	STARD4	StAR related lipid transfer domain containing 4 [Source:NCBI gene;Acc:101801505]	101801505
ENSAPLT00020004576	protein_coding	TMEM62	transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]	NA
ENSAPLT00020004577	protein_coding	TTBK1	tau tubulin kinase 1 [Source:HGNC Symbol;Acc:HGNC:19140]	NA
ENSAPLT00020004578	protein_coding			NA
ENSAPLT00020004581	protein_coding			NA
ENSAPLT00020004585	protein_coding	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component [Source:NCBI gene;Acc:101796032]	101796032
ENSAPLT00020004586	protein_coding	ARL15	ADP ribosylation factor like GTPase 15 [Source:HGNC Symbol;Acc:HGNC:25945]	NA
ENSAPLT00020004587	pseudogene			NA
ENSAPLT00020004588	protein_coding	SEMA6D	semaphorin 6D [Source:NCBI gene;Acc:101799302]	101799302
ENSAPLT00020004590	protein_coding	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]	NA
ENSAPLT00020004591	protein_coding	TMEM62	transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]	NA
ENSAPLT00020004601	protein_coding	GOLGA1	golgin A1 [Source:NCBI gene;Acc:101801082]	101801082
ENSAPLT00020004602	protein_coding			NA
ENSAPLT00020004607	protein_coding			NA
ENSAPLT00020004608	protein_coding	SLMAP	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]	NA
ENSAPLT00020004612	protein_coding			NA
ENSAPLT00020004619	protein_coding	SEMA6D	semaphorin 6D [Source:NCBI gene;Acc:101799302]	101799302
ENSAPLT00020004631	protein_coding	TKFC	triokinase and FMN cyclase [Source:HGNC Symbol;Acc:HGNC:24552]	NA
ENSAPLT00020004633	protein_coding	EXOC6B	exocyst complex component 6B [Source:HGNC Symbol;Acc:HGNC:17085]	NA
ENSAPLT00020004638	protein_coding	RFX5	regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]	NA
ENSAPLT00020004642	protein_coding	FBN2	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]	NA
ENSAPLT00020004644	protein_coding	KLHL2	kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]	NA
ENSAPLT00020004647	protein_coding	SLMAP	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]	NA
ENSAPLT00020004648	protein_coding	SEMA6D	semaphorin 6D [Source:NCBI gene;Acc:101799302]	101799302
ENSAPLT00020004652	protein_coding	TKFC	triokinase and FMN cyclase [Source:HGNC Symbol;Acc:HGNC:24552]	NA
ENSAPLT00020004658	protein_coding	RBM12	RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898]	NA
ENSAPLT00020004663	protein_coding	KLHL2	kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]	NA
ENSAPLT00020004680	protein_coding	SEMA6D	semaphorin 6D [Source:NCBI gene;Acc:101799302]	101799302
ENSAPLT00020004685	protein_coding			NA
ENSAPLT00020004686	protein_coding	KLHL2	kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]	NA
ENSAPLT00020004689	protein_coding	SLMAP	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]	NA
ENSAPLT00020004696	protein_coding			NA
ENSAPLT00020004701	protein_coding	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol;Acc:HGNC:14573]	NA
ENSAPLT00020004710	protein_coding			NA
ENSAPLT00020004712	protein_coding	RXRA	retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]	NA
ENSAPLT00020004715	protein_coding			NA
ENSAPLT00020004721	protein_coding	KLHL2	kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]	NA
ENSAPLT00020004733	protein_coding	RXRA	retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]	NA
ENSAPLT00020004749	protein_coding			NA
ENSAPLT00020004754	protein_coding			NA
ENSAPLT00020004780	protein_coding	ERAL1	Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]	NA
ENSAPLT00020004787	protein_coding	ERAL1	Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]	NA
ENSAPLT00020004808	protein_coding	RXRA	retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]	NA
ENSAPLT00020004818	protein_coding	SLMAP	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]	NA
ENSAPLT00020004832	protein_coding			NA
ENSAPLT00020004841	protein_coding	RXRA	retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]	NA
ENSAPLT00020004849	protein_coding			NA
ENSAPLT00020004853	protein_coding	SLMAP	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]	NA
ENSAPLT00020004862	protein_coding	KLHL2	kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]	NA
ENSAPLT00020004878	protein_coding	DISC1	DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]	NA
ENSAPLT00020004904	protein_coding	SLMAP	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]	NA
ENSAPLT00020004907	protein_coding	RXRA	retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]	NA
ENSAPLT00020004908	protein_coding	EXOC6B	exocyst complex component 6B [Source:HGNC Symbol;Acc:HGNC:17085]	NA
ENSAPLT00020004931	protein_coding	ERAL1	Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]	NA
ENSAPLT00020004948	protein_coding	ITGA7	integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]	NA
ENSAPLT00020004957	pseudogene			NA
ENSAPLT00020004959	pseudogene			NA
ENSAPLT00020004961	protein_coding	ITGA11	integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]	NA
ENSAPLT00020004982	protein_coding	ITGA11	integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]	NA
ENSAPLT00020005018	protein_coding	ITGA11	integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]	NA
ENSAPLT00020005027	protein_coding	ERAL1	Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]	NA
ENSAPLT00020005038	protein_coding	ERAL1	Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]	NA
ENSAPLT00020005044	protein_coding	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]	NA
ENSAPLT00020005064	protein_coding	UBR5	ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]	NA
ENSAPLT00020005074	protein_coding	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]	NA
ENSAPLT00020005082	protein_coding	AMPD2	adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]	NA
ENSAPLT00020005147	protein_coding	UBR5	ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]	NA
ENSAPLT00020005153	protein_coding	DISC1	DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]	NA
ENSAPLT00020005199	protein_coding			NA
ENSAPLT00020005234	protein_coding	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	NA
ENSAPLT00020005240	protein_coding	INTS1	integrator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24555]	NA
ENSAPLT00020005242	protein_coding	AMPD2	adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]	NA
ENSAPLT00020005250	protein_coding	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	NA
ENSAPLT00020005279	protein_coding	INTS1	integrator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24555]	NA
ENSAPLT00020005280	protein_coding	EXOC6B	exocyst complex component 6B [Source:HGNC Symbol;Acc:HGNC:17085]	NA
ENSAPLT00020005305	protein_coding	DISC1	DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]	NA
ENSAPLT00020005316	protein_coding	AKAP13	A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]	NA
ENSAPLT00020005336	protein_coding	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	NA
ENSAPLT00020005343	protein_coding	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	NA
ENSAPLT00020005347	protein_coding	EP400	E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]	NA
ENSAPLT00020005359	protein_coding	EP400	E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]	NA
ENSAPLT00020005371	protein_coding	EXOC6B	exocyst complex component 6B [Source:HGNC Symbol;Acc:HGNC:17085]	NA
ENSAPLT00020005378	protein_coding	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	NA
ENSAPLT00020005382	protein_coding	EP400	E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]	NA
ENSAPLT00020005407	protein_coding	EP400	E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]	NA
ENSAPLT00020005409	protein_coding	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	NA
ENSAPLT00020005421	protein_coding	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	NA
ENSAPLT00020005431	protein_coding	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	NA
ENSAPLT00020005439	protein_coding			NA
ENSAPLT00020005529	protein_coding	DISC1	DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]	NA
ENSAPLT00020005665	protein_coding	DISC1	DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]	NA
ENSAPLT00020005770	protein_coding	CTNNA3	catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]	NA
ENSAPLT00020005774	protein_coding	CTNNA3	catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]	NA
ENSAPLT00020005811	protein_coding	MSH4	mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327]	NA
ENSAPLT00020005830	protein_coding	MSH4	mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327]	NA
ENSAPLT00020005832	protein_coding	MSH4	mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327]	NA
ENSAPLT00020005848	protein_coding	CTNNA3	catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]	NA
ENSAPLT00020005927	protein_coding	CTNNA3	catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]	NA
ENSAPLT00020005965	protein_coding	CTNNA3	catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]	NA
ENSAPLT00020005977	protein_coding	CTNNA3	catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]	NA
ENSAPLT00020006025	protein_coding	CYP27A1	cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605]	NA
ENSAPLT00020006027	protein_coding	CYP27A1	cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605]	NA
ENSAPLT00020006043	protein_coding	CYP27A1	cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605]	NA
ENSAPLT00020006047	protein_coding	CYP27A1	cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605]	NA
ENSAPLT00020006610	protein_coding	AKAP13	A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]	NA
ENSAPLT00020006726	protein_coding		small nuclear ribonucleoprotein U5 subunit 200 [Source:NCBI gene;Acc:101793534]	101793534
ENSAPLT00020006779	protein_coding		small nuclear ribonucleoprotein U5 subunit 200 [Source:NCBI gene;Acc:101793534]	101793534
ENSAPLT00020006839	protein_coding		small nuclear ribonucleoprotein U5 subunit 200 [Source:NCBI gene;Acc:101793534]	101793534
